证券代码,证券简称,起始交易日期,最后交易日期,交割月份,行权价格,期权类型
10001970.SH,50ETF沽2019年11月2800,2019-09-26,2019-11-27,201911,2.8000,认沽
10001971.SH,50ETF沽2019年11月2850,2019-09-26,2019-11-27,201911,2.8500,认沽
10001972.SH,50ETF沽2019年11月2900,2019-09-26,2019-11-27,201911,2.9000,认沽
10001973.SH,50ETF沽2019年11月2950,2019-09-26,2019-11-27,201911,2.9500,认沽
10001974.SH,50ETF沽2019年11月3000,2019-09-26,2019-11-27,201911,3.0000,认沽
10001975.SH,50ETF沽2019年11月3100,2019-09-26,2019-11-27,201911,3.1000,认沽
10001976.SH,50ETF沽2019年11月3200,2019-09-26,2019-11-27,201911,3.2000,认沽
10001977.SH,50ETF沽2019年11月3300,2019-09-26,2019-11-27,201911,3.3000,认沽
10001978.SH,50ETF沽2019年11月3400,2019-09-26,2019-11-27,201911,3.4000,认沽
10001979.SH,50ETF购2019年11月2750,2019-10-08,2019-11-27,201911,2.7500,认购
10001980.SH,50ETF沽2019年11月2750,2019-10-08,2019-11-27,201911,2.7500,认沽
10001981.SH,50ETF购2019年10月3500,2019-10-15,2019-10-23,201910,3.5000,认购
10001982.SH,50ETF沽2019年10月3500,2019-10-15,2019-10-23,201910,3.5000,认沽
10001983.SH,50ETF购2019年11月3500,2019-10-15,2019-11-27,201911,3.5000,认购
10001984.SH,50ETF沽2019年11月3500,2019-10-15,2019-11-27,201911,3.5000,认沽
10001985.SH,50ETF购2019年12月3444A,2019-10-15,2019-12-25,201912,3.4440,认购
10001986.SH,50ETF沽2019年12月3444A,2019-10-15,2019-12-25,201912,3.4440,认沽
10001987.SH,50ETF购2020年3月3444A,2019-10-15,2020-03-25,202003,3.4440,认购
10001988.SH,50ETF沽2020年3月3444A,2019-10-15,2020-03-25,202003,3.4440,认沽
10001989.SH,50ETF购2020年6月2755A,2019-10-24,2020-06-24,202006,2.7550,认购
10001990.SH,50ETF购2020年6月2804A,2019-10-24,2020-06-24,202006,2.8040,认购
10001991.SH,50ETF购2020年6月2853A,2019-10-24,2020-06-24,202006,2.8530,认购
10001992.SH,50ETF购2020年6月2903A,2019-10-24,2020-06-24,202006,2.9030,认购
10001993.SH,50ETF购2020年6月2952A,2019-10-24,2020-06-24,202006,2.9520,认购
10001994.SH,50ETF购2020年6月3050A,2019-10-24,2020-06-24,202006,3.0500,认购
10001995.SH,50ETF购2020年6月3149A,2019-10-24,2020-06-24,202006,3.1490,认购
10001996.SH,50ETF购2020年6月3247A,2019-10-24,2020-06-24,202006,3.2470,认购
10001997.SH,50ETF购2020年6月3345A,2019-10-24,2020-06-24,202006,3.3450,认购
10001998.SH,50ETF沽2020年6月2755A,2019-10-24,2020-06-24,202006,2.7550,认沽
10001999.SH,50ETF沽2020年6月2804A,2019-10-24,2020-06-24,202006,2.8040,认沽
10002000.SH,50ETF沽2020年6月2853A,2019-10-24,2020-06-24,202006,2.8530,认沽
10002001.SH,50ETF沽2020年6月2903A,2019-10-24,2020-06-24,202006,2.9030,认沽
10002002.SH,50ETF沽2020年6月2952A,2019-10-24,2020-06-24,202006,2.9520,认沽
10002003.SH,50ETF沽2020年6月3050A,2019-10-24,2020-06-24,202006,3.0500,认沽
10002004.SH,50ETF沽2020年6月3149A,2019-10-24,2020-06-24,202006,3.1490,认沽
10002005.SH,50ETF沽2020年6月3247A,2019-10-24,2020-06-24,202006,3.2470,认沽
10002006.SH,50ETF沽2020年6月3345A,2019-10-24,2020-06-24,202006,3.3450,认沽
10002007.SH,50ETF购2020年6月3444A,2019-11-04,2020-06-24,202006,3.4440,认购
10002008.SH,50ETF沽2020年6月3444A,2019-11-04,2020-06-24,202006,3.4440,认沽
10002009.SH,50ETF购2020年6月2706A,2019-11-25,2020-06-24,202006,2.7060,认购
10002010.SH,50ETF沽2020年6月2706A,2019-11-25,2020-06-24,202006,2.7060,认沽
10002011.SH,50ETF购2020年1月2755A,2019-11-28,2020-01-22,202001,2.7550,认购
10002012.SH,50ETF购2020年1月2804A,2019-11-28,2020-01-22,202001,2.8040,认购
10002013.SH,50ETF购2020年1月2853A,2019-11-28,2020-01-22,202001,2.8530,认购
10002014.SH,50ETF购2020年1月2903A,2019-11-28,2020-01-22,202001,2.9030,认购
10002015.SH,50ETF购2020年1月2952A,2019-11-28,2020-01-22,202001,2.9520,认购
10002016.SH,50ETF购2020年1月3050A,2019-11-28,2020-01-22,202001,3.0500,认购
10002017.SH,50ETF购2020年1月3149A,2019-11-28,2020-01-22,202001,3.1490,认购
10002018.SH,50ETF购2020年1月3247A,2019-11-28,2020-01-22,202001,3.2470,认购
10002019.SH,50ETF购2020年1月3345A,2019-11-28,2020-01-22,202001,3.3450,认购
10002020.SH,50ETF沽2020年1月2755A,2019-11-28,2020-01-22,202001,2.7550,认沽
10002021.SH,50ETF沽2020年1月2804A,2019-11-28,2020-01-22,202001,2.8040,认沽
10002022.SH,50ETF沽2020年1月2853A,2019-11-28,2020-01-22,202001,2.8530,认沽
10002023.SH,50ETF沽2020年1月2903A,2019-11-28,2020-01-22,202001,2.9030,认沽
10002024.SH,50ETF沽2020年1月2952A,2019-11-28,2020-01-22,202001,2.9520,认沽
10002025.SH,50ETF沽2020年1月3050A,2019-11-28,2020-01-22,202001,3.0500,认沽
10002026.SH,50ETF沽2020年1月3149A,2019-11-28,2020-01-22,202001,3.1490,认沽
10002027.SH,50ETF沽2020年1月3247A,2019-11-28,2020-01-22,202001,3.2470,认沽
10002028.SH,50ETF沽2020年1月3345A,2019-11-28,2020-01-22,202001,3.3450,认沽
10002029.SH,50ETF购2019年12月2700,2019-12-02,2019-12-25,201912,2.7000,认购
10002030.SH,50ETF购2019年12月2750,2019-12-02,2019-12-25,201912,2.7500,认购
10002031.SH,50ETF购2019年12月2800,2019-12-02,2019-12-25,201912,2.8000,认购
10002032.SH,50ETF购2019年12月2850,2019-12-02,2019-12-25,201912,2.8500,认购
10002033.SH,50ETF购2019年12月2900,2019-12-02,2019-12-25,201912,2.9000,认购
10002034.SH,50ETF购2019年12月2950,2019-12-02,2019-12-25,201912,2.9500,认购
10002035.SH,50ETF购2019年12月3000,2019-12-02,2019-12-25,201912,3.0000,认购
10002036.SH,50ETF购2019年12月3100,2019-12-02,2019-12-25,201912,3.1000,认购
10002037.SH,50ETF购2019年12月3200,2019-12-02,2019-12-25,201912,3.2000,认购
10002038.SH,50ETF沽2019年12月2700,2019-12-02,2019-12-25,201912,2.7000,认沽
10002039.SH,50ETF沽2019年12月2750,2019-12-02,2019-12-25,201912,2.7500,认沽
10002040.SH,50ETF沽2019年12月2800,2019-12-02,2019-12-25,201912,2.8000,认沽
10002041.SH,50ETF沽2019年12月2850,2019-12-02,2019-12-25,201912,2.8500,认沽
10002042.SH,50ETF沽2019年12月2900,2019-12-02,2019-12-25,201912,2.9000,认沽
10002043.SH,50ETF沽2019年12月2950,2019-12-02,2019-12-25,201912,2.9500,认沽
10002044.SH,50ETF沽2019年12月3000,2019-12-02,2019-12-25,201912,3.0000,认沽
10002045.SH,50ETF沽2019年12月3100,2019-12-02,2019-12-25,201912,3.1000,认沽
10002046.SH,50ETF沽2019年12月3200,2019-12-02,2019-12-25,201912,3.2000,认沽
10002047.SH,50ETF购2020年1月2700,2019-12-02,2020-01-22,202001,2.7000,认购
10002048.SH,50ETF购2020年1月2750,2019-12-02,2020-01-22,202001,2.7500,认购
10002049.SH,50ETF购2020年1月2800,2019-12-02,2020-01-22,202001,2.8000,认购
10002050.SH,50ETF购2020年1月2850,2019-12-02,2020-01-22,202001,2.8500,认购
10002051.SH,50ETF购2020年1月2900,2019-12-02,2020-01-22,202001,2.9000,认购
10002052.SH,50ETF购2020年1月2950,2019-12-02,2020-01-22,202001,2.9500,认购
10002053.SH,50ETF购2020年1月3000,2019-12-02,2020-01-22,202001,3.0000,认购
10002054.SH,50ETF购2020年1月3100,2019-12-02,2020-01-22,202001,3.1000,认购
10002055.SH,50ETF购2020年1月3200,2019-12-02,2020-01-22,202001,3.2000,认购
10002056.SH,50ETF沽2020年1月2700,2019-12-02,2020-01-22,202001,2.7000,认沽
10002057.SH,50ETF沽2020年1月2750,2019-12-02,2020-01-22,202001,2.7500,认沽
10002058.SH,50ETF沽2020年1月2800,2019-12-02,2020-01-22,202001,2.8000,认沽
10002059.SH,50ETF沽2020年1月2850,2019-12-02,2020-01-22,202001,2.8500,认沽
10002060.SH,50ETF沽2020年1月2900,2019-12-02,2020-01-22,202001,2.9000,认沽
10002061.SH,50ETF沽2020年1月2950,2019-12-02,2020-01-22,202001,2.9500,认沽
10002062.SH,50ETF沽2020年1月3000,2019-12-02,2020-01-22,202001,3.0000,认沽
10002063.SH,50ETF沽2020年1月3100,2019-12-02,2020-01-22,202001,3.1000,认沽
10002064.SH,50ETF沽2020年1月3200,2019-12-02,2020-01-22,202001,3.2000,认沽
10002065.SH,50ETF购2020年3月2700,2019-12-02,2020-03-25,202003,2.7000,认购
10002066.SH,50ETF购2020年3月2750,2019-12-02,2020-03-25,202003,2.7500,认购
10002067.SH,50ETF购2020年3月2800,2019-12-02,2020-03-25,202003,2.8000,认购
10002068.SH,50ETF购2020年3月2850,2019-12-02,2020-03-25,202003,2.8500,认购
10002069.SH,50ETF购2020年3月2900,2019-12-02,2020-03-25,202003,2.9000,认购
10002070.SH,50ETF购2020年3月2950,2019-12-02,2020-03-25,202003,2.9500,认购
10002071.SH,50ETF购2020年3月3000,2019-12-02,2020-03-25,202003,3.0000,认购
10002072.SH,50ETF购2020年3月3100,2019-12-02,2020-03-25,202003,3.1000,认购
10002073.SH,50ETF购2020年3月3200,2019-12-02,2020-03-25,202003,3.2000,认购
10002074.SH,50ETF沽2020年3月2700,2019-12-02,2020-03-25,202003,2.7000,认沽
10002075.SH,50ETF沽2020年3月2750,2019-12-02,2020-03-25,202003,2.7500,认沽
10002076.SH,50ETF沽2020年3月2800,2019-12-02,2020-03-25,202003,2.8000,认沽
10002077.SH,50ETF沽2020年3月2850,2019-12-02,2020-03-25,202003,2.8500,认沽
10002078.SH,50ETF沽2020年3月2900,2019-12-02,2020-03-25,202003,2.9000,认沽
10002079.SH,50ETF沽2020年3月2950,2019-12-02,2020-03-25,202003,2.9500,认沽
10002080.SH,50ETF沽2020年3月3000,2019-12-02,2020-03-25,202003,3.0000,认沽
10002081.SH,50ETF沽2020年3月3100,2019-12-02,2020-03-25,202003,3.1000,认沽
10002082.SH,50ETF沽2020年3月3200,2019-12-02,2020-03-25,202003,3.2000,认沽
10002083.SH,50ETF购2020年6月2700,2019-12-02,2020-06-24,202006,2.7000,认购
10002084.SH,50ETF购2020年6月2750,2019-12-02,2020-06-24,202006,2.7500,认购
